"Num_Acc","date","lat","long","categorie","v_max","plan","largeur_TPC","largeur_chaussée","etat_surface","Aménagement","Situation_accident","dep"
"202100055259","2021-01-08T00:00:00.000000","   46.349964","   -0.342829","Route Départementale","         110","Partie rectiligne","          13","          14","Mouillée","Bretelle d’échangeur ou de raccordement","Sur chaussée","          79"
"201900054405","2019-05-14T00:00:00.000000","   45.719919","    0.381978","Route Départementale","          30","En courbe à gauche","           0","         5.6","Normale","Aucun","Sur chaussée","          16"
"202100055582","2021-01-11T00:00:00.000000","    46.20324","   -0.094285","Route Départementale","          80","En courbe à gauche","          68","          -1","Verglacée","Aucun","Sur accotement","          79"
"202100055702","2021-01-10T00:00:00.000000","   45.611255","   -0.067897","Route Départementale","          80","Partie rectiligne","           0","          66","Normale","Aucun","Sur chaussée","          16"
"202100055713","2021-01-10T00:00:00.000000","   45.867003","    0.180995","Route Départementale","          50","En courbe à droite","           0","           7","Normale","Aucun","Sur chaussée","          16"
"202100055869","2021-01-09T00:00:00.000000","   45.920924","    0.137094","Route Départementale","          50","Partie rectiligne","           0","           4","Normale","Aucun","Sur accotement","          16"
"202100055900","2021-01-07T00:00:00.000000","    46.34514","     -0.3689","Route Départementale","         110","Partie rectiligne","           6","          14","Normale","Aucun","Sur chaussée","          79"
"202100056053","2021-01-05T00:00:00.000000","   45.697095","   -0.322549","Voie Communales","          50","Partie rectiligne","           0","          54","Normale","Aucun","Sur chaussée","          16"
"202100056209","2021-01-06T00:00:00.000000","   45.399866","   -0.251377","Route Départementale","          80","En courbe à droite","           0","          49","Mouillée","Aucun","Sur chaussée","          16"
"202100056210","2021-01-06T00:00:00.000000","   45.588125","    0.149989","Route Départementale","          70","En courbe à gauche","           0","           7","Normale","Aucun","Sur chaussée","          16"
"202100056316","2021-01-05T00:00:00.000000","   45.692139","    0.234651","Route nationale","         110","Partie rectiligne","          25","          14","Normale","Aucun","Sur chaussée","          16"
"202100056375","2021-01-04T00:00:00.000000","   45.616626","    0.276493","Route Départementale","          80","Partie rectiligne","           0","           6","Normale","Aucun","Sur accotement","          16"
"202000000068","2020-03-08T00:00:00.000000","  45.4828155","   0.3402236","Route Départementale","          80","Partie rectiligne","           0","           6","Normale","Aucun","Sur accotement","          16"
"202000000572","2020-10-19T00:00:00.000000","   45.855386","    0.002571","Route Départementale","          90","Partie rectiligne","           0","          44","Normale","Aucun","Sur chaussée","          16"
"202000000578","2020-10-20T00:00:00.000000","   45.676293","   -0.035189","Route Départementale","          80","Partie rectiligne","           0","          56","Mouillée","Aucun","Sur accotement","          16"
"202000001181","2020-03-07T00:00:00.000000","  46.0373503","   0.6712218","Route Départementale","          80","En S","           0","          -1","Mouillée","Aucun","Sur trottoir","          16"
"201900054406","2019-05-11T00:00:00.000000","   45.501767","    0.168647","Route Départementale","          80","En courbe à gauche","           0","         5.7","Mouillée","Aucun","Sur chaussée","          16"
"202000001182","2020-02-07T00:00:00.000000","   45.993213","    0.643376","Route Départementale","          30","Partie rectiligne","          32","           4","Normale","Carrefour aménagé","Sur chaussée","          16"
"202000002192","2020-02-03T00:00:00.000000","  45.3806958","   0.1157945","Route Départementale","          80","Partie rectiligne","           0","          66","Normale","Aucun","Sur chaussée","          16"
"202000002597","2020-12-17T00:00:00.000000","    45.69802","    -0.32777","Voie Communales","          50","En courbe à gauche","           0","           6","Normale","Aucun","Sur chaussée","          16"
"202000002932","2020-05-20T00:00:00.000000","   45.891193","    0.668714","Route Départementale","          50","Partie rectiligne","           0","          58","Normale","Autres","Sur chaussée","          16"
"202000002933","2020-05-20T00:00:00.000000","   46.045702","     0.62303","Route Départementale","          80","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"202000003413","2020-09-19T00:00:00.000000","   45.736231","    0.061637","Route Départementale","          90","Partie rectiligne","           0","           6","Mouillée","Aucun","Sur accotement","          16"
"202000003414","2020-09-19T00:00:00.000000","   45.867997","    0.784639","Route Départementale","          80","En courbe à droite","           0","          54","Mouillée","Aucun","Sur chaussée","          16"
"202000004137","2020-08-23T00:00:00.000000","   45.563399","    -0.05616","Voie Communales","          50","Partie rectiligne","           0","          32","Normale","Aucun","Sur chaussée","          16"
"202000004951","2020-05-18T00:00:00.000000","   45.447178","     0.13867","Route Départementale","          80","En courbe à gauche","           0","           7","Normale","Aucun","Sur chaussée","          16"
"202000005333","2020-09-17T00:00:00.000000","   45.742311","    0.111344","Voie Communales","          80","Partie rectiligne","           0","          36","Normale","Aucun","Sur chaussée","          16"
"202000005920","2020-07-21T00:00:00.000000","   45.642873","   -0.383376","Route Départementale","          50","Partie rectiligne","           0","          59","Normale","Aucun","Sur chaussée","          16"
"202000006180","2020-08-22T00:00:00.000000","    45.52191","   -0.092488","Route nationale","         110","Partie rectiligne","          25","          14","Normale","Aucun","Sur chaussée","          16"
"202000006181","2020-08-22T00:00:00.000000","     45.5616","    0.231603","Route Départementale","          80","En courbe à droite","           0","          47","Normale","Aucun","Sur accotement","          16"
"202000006809","2020-05-17T00:00:00.000000","   45.520905","   -0.098689","Route nationale","         110","En courbe à gauche","          25","          14","Normale","Aucun","Sur chaussée","          16"
"201900054816","2019-02-19T00:00:00.000000","  45.6578844","   0.2502822","Route Départementale","          50","Partie rectiligne","           0","         5.7","Normale","Aucun","Sur chaussée","          16"
"202000006810","2020-05-18T00:00:00.000000","   45.585982","    0.132029","Route Départementale","          80","Partie rectiligne","           0","          53","Normale","Aucun","Sur chaussée","          16"
"202000007445","2020-01-30T00:00:00.000000","   45.521441","   -0.096935","Route nationale","         110","En courbe à gauche","          25","         105","Mouillée","Aucun","Sur accotement","          16"
"202000007540","2020-06-19T00:00:00.000000","   45.634927","    0.154182","Voie Communales","          50","Partie rectiligne","           0","          65","Normale","Aucun","Sur chaussée","          16"
"202000007575","2020-07-20T00:00:00.000000","     45.6363","    0.207591","Voie Communales","          50","Partie rectiligne","           3","           6","Normale","Aucun","Sur chaussée","          16"
"202000007703","2020-06-19T00:00:00.000000","  45.8841155","   0.5962469","Route nationale","          70","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"202000007704","2020-07-21T00:00:00.000000","   45.954384","     0.20127","Route nationale","          90","Partie rectiligne","           8","          14","Normale","Aucun","Sur chaussée","          16"
"202000007705","2020-06-19T00:00:00.000000","   45.966637","    0.869536","Route Départementale","          80","En courbe à droite","           0","          56","Normale","Aucun","Sur accotement","          16"
"202000007706","2020-07-20T00:00:00.000000","   46.124725","    0.756129","Route Départementale","          80","En courbe à droite","           0","          52","Normale","Aucun","Sur chaussée","          16"
"202000007959","2020-10-14T00:00:00.000000","    45.63719","    0.128524","Voie Communales","          50","Partie rectiligne","           0","         105","Normale","Carrefour aménagé","Sur chaussée","          16"
"202000008630","2020-11-22T00:00:00.000000","    45.68149","    -0.32853","Route Départementale","          50","Partie rectiligne","          35","           5","Mouillée","Carrefour aménagé","Sur chaussée","          16"
"202000008819","2020-05-16T00:00:00.000000","   45.802777","    0.138617","Route Départementale","          50","Partie rectiligne","           0","          56","Normale","Aucun","Sur chaussée","          16"
"202000009459","2020-07-19T00:00:00.000000","   45.930229","    0.647635","Route Départementale","          80","Partie rectiligne","           0","          54","Normale","Aucun","Sur accotement","          16"
"202000009610","2020-07-18T00:00:00.000000","   45.651518","    0.528835","Route Départementale","          80","En S","           0","           6","Normale","Aucun","Sur chaussée","          16"
"202000009716","2020-06-19T00:00:00.000000","   45.847891","    0.288624","Voie Communales","          50","Partie rectiligne","           0","          55","Normale","Aucun","Sur chaussée","          16"
"201900054883","2019-02-16T00:00:00.000000","   -22.24968","   166.45035","Autoroute","          70","En courbe à droite","          30","         140","Mouillée","Aucun","Sur chaussée","         988"
"202000010218","2020-12-31T00:00:00.000000","   45.707547","    0.083224","Route Départementale","          70","Partie rectiligne","           0","          62","Normale","Aucun","Sur chaussée","          16"
"202000010407","2020-11-24T00:00:00.000000","   45.578642","   -0.059288","Route Départementale","          80","Partie rectiligne","           0","          54","Normale","Aucun","Sur chaussée","          16"
"202000010419","2020-11-23T00:00:00.000000","   45.312465","    0.263736","Route Départementale","          80","Partie rectiligne","           0","          66","Normale","Aucun","Sur chaussée","          16"
"202000010669","2020-05-14T00:00:00.000000","   46.039399","     0.77827","Route Départementale","          80","Partie rectiligne","           0","          49","Normale","Aucun","Sur bande d’arrêt d’urgence","          16"
"202000011136","2020-01-27T00:00:00.000000","   45.640041","    0.118669","Route nationale","         110","Partie rectiligne","          25","          14","Normale","Bretelle d’échangeur ou de raccordement","Sur chaussée","          16"
"202000011308","2020-09-12T00:00:00.000000","   45.685613","   -0.288915","Route Départementale","          50","En S","           0","          55","Normale","Aucun","Sur chaussée","          16"
"202000011942","2020-10-11T00:00:00.000000","   45.633047","    0.561644","Route Départementale","          80","Partie rectiligne","           0","          62","Mouillée","Aucun","Sur chaussée","          16"
"202000012095","2020-08-17T00:00:00.000000","   45.446253","    0.138755","Route Départementale","          90","En courbe à gauche","           0","           7","Normale","Aucun","Sur accotement","          16"
"202000012165","2020-12-29T00:00:00.000000","   45.671567","    0.500488","Route Départementale","          50","En courbe à gauche","           0","           7","Mouillée","Aucun","Sur accotement","          16"
"202000012629","2020-05-11T00:00:00.000000","    45.68571","    -0.28892","Route Départementale","          50","En S","           0","           5","Normale","Aucun","Sur chaussée","          16"
"202000012940","2020-02-29T00:00:00.000000","  45.8748091","   0.1790806","Route Départementale","          50","Partie rectiligne","           0","          49","Normale","Aucun","Sur chaussée","          16"
"202000012942","2020-03-01T00:00:00.000000","   45.729906","    0.390632","Route Départementale","          80","En courbe à droite","           0","          64","Mouillée","Aucun","Sur accotement","          16"
"202000013371","2020-09-13T00:00:00.000000","   45.611599","   -0.229722","Route Départementale","          80","Partie rectiligne","           0","          48","Normale","Aucun","Sur accotement","          16"
"202000013408","2020-08-15T00:00:00.000000","   46.028958","    0.645972","Route Départementale","          90","Partie rectiligne","           0","           7","Normale","Aucun","Sur accotement","          16"
"201900055757","2019-07-13T00:00:00.000000","   46.347744","   -0.317424","Autoroute","         130","Partie rectiligne","          30","         170","Normale","Aucun","Sur chaussée","          79"
"202000014180","2020-12-23T00:00:00.000000","    45.60697","    0.086923","Route Départementale","          50","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"202000014738","2020-01-23T00:00:00.000000","    46.33334","    -0.48115","Route Départementale","          70","Partie rectiligne","           3","          12","Normale","Aucun","Sur chaussée","          79"
"202000015178","2020-07-15T00:00:00.000000","   45.505565","    -0.18386","Route Départementale","          80","Partie rectiligne","           0","          48","Normale","Aucun","Sur chaussée","          16"
"202000016401","2020-05-06T00:00:00.000000","   45.786074","    0.339723","Route Départementale","          50","Partie rectiligne","          35","           6","Normale","Autres","Sur chaussée","          16"
"202000016402","2020-05-07T00:00:00.000000","  47.7509306","   4.4963612","Voie Communales","          50","En courbe à gauche","           0","         685","Normale","Autres","Autres","          21"
"202000016466","2020-05-05T00:00:00.000000","   45.231046","    0.069212","Route Départementale","          80","En courbe à gauche","           0","           5","Normale","Aucun","Sur chaussée","          16"
"202000016467","2020-05-06T00:00:00.000000","    47.88262","    4.564079","Route Départementale","          90","Partie rectiligne","           0","          72","Normale","Aucun","Sur chaussée","          21"
"202000016958","2020-02-21T00:00:00.000000","    46.33644","    -0.45082","Route Départementale","          50","Partie rectiligne","          15","          85","Mouillée","Pont - autopont","Sur chaussée","          79"
"202000018063","2020-12-21T00:00:00.000000","   45.664492","    0.200744","Voie Communales","          50","Partie rectiligne","           0","          33","Mouillée","Aucun","Sur chaussée","          16"
"202000018263","2020-11-14T00:00:00.000000","   45.861903","    0.790833","Route Départementale","          80","Partie rectiligne","           0","          56","Mouillée","Aucun","Sur accotement","          16"
"202000018300","2020-05-02T00:00:00.000000","    45.60938","     0.08533","Voie Communales","          50","Partie rectiligne","           0","           5","Normale","Aucun","Sur chaussée","          16"
"202000018406","2020-04-30T00:00:00.000000","  45.8641815","   0.5364704","Route nationale","          50","En courbe à gauche","           0","           7","Mouillée","Aucun","Sur chaussée","          16"
"202000018627","2020-01-23T00:00:00.000000","  45.7678927","  -0.0299223","Route Départementale","          50","Partie rectiligne","           0","          66","Normale","Carrefour aménagé","Sur chaussée","          16"
"202000018665","2020-07-14T00:00:00.000000","   46.095127","    0.704514","Route Départementale","          80","Partie rectiligne","           0","           7","Normale","Aucun","Sur accotement","          16"
"201900056245","2019-05-02T00:00:00.000000","   46.401085","    -0.15956","Autoroute","         130","Partie rectiligne","         5.5","          14","Normale","Aucun","Sur chaussée","          79"
"202000019206","2020-09-11T00:00:00.000000","      45.466","   -0.182653","Route Départementale","          70","Partie rectiligne","           0","          54","Normale","Aucun","Sur chaussée","          16"
"202000019466","2020-08-11T00:00:00.000000","   45.881606","     0.73808","Parc de stationnement ouvert à la circulation publique","          -1","Partie rectiligne","           0","          26","Normale","Autres","Autres","          16"
"202000019530","2020-08-12T00:00:00.000000","   45.694445","    0.185897","Voie Communales","          50","Partie rectiligne","           0","          64","Normale","Aucun","Sur chaussée","          16"
"202000020102","2020-11-13T00:00:00.000000","   45.932955","    0.066201","Voie Communales","          50","Partie rectiligne","           0","          28","Normale","Aucun","Sur accotement","          16"
"202000020442","2020-01-21T00:00:00.000000","   45.649178","    0.175071","Voie Communales","          50","Partie rectiligne","          75","           8","Normale","Carrefour aménagé","Sur chaussée","          16"
"202000020696","2020-07-11T00:00:00.000000","   45.694344","    0.180042","Voie Communales","          50","Partie rectiligne","           4","           7","Normale","Aucun","Sur chaussée","          16"
"202000021138","2020-09-09T00:00:00.000000","   45.577023","   -0.299489","Voie Communales","          50","En courbe à gauche","           0","          38","Normale","Aucun","Sur chaussée","          16"
"202000021231","2020-06-09T00:00:00.000000","   45.700267","    0.006603","Route Départementale","          80","Partie rectiligne","           0","           4","Normale","Aucun","Sur accotement","          16"
"202000021287","2020-06-09T00:00:00.000000","    45.63224","     0.21675","Route Départementale","          70","Partie rectiligne","          35","          65","Normale","Aucun","Sur chaussée","          16"
"202000021485","2020-08-08T00:00:00.000000","   46.015321","    0.218295","Hors réseau public","          50","Partie rectiligne","           0","          24","Normale","Aucun","Sur chaussée","          16"
"202000022238","2020-04-17T00:00:00.000000","  45.4285613","  -0.0298681","Route Départementale","          80","En courbe à droite","           0","           4","Normale","Aucun","Sur chaussée","          16"
"202000022408","2020-01-21T00:00:00.000000","   46.916584","    -0.56746","Route Départementale","          80","En courbe à gauche","          57","          -1","Verglacée","Aucun","Sur chaussée","          79"
"202000022792","2020-02-18T00:00:00.000000","  45.3855507","   0.2038744","Route Départementale","          80","En courbe à droite","           0","          54","Normale","Aucun","Sur accotement","          16"
"202000022831","2020-02-18T00:00:00.000000","    46.31545","    -0.44186","Voie Communales","          50","Partie rectiligne","           2","           6","Normale","Aucun","Sur chaussée","          79"
"201900056276","2019-12-04T00:00:00.000000","   45.644286","   -0.328876","Route Départementale","          80","Partie rectiligne","           0","           7","Normale","Aucun","Sur accotement","          16"
"202000023401","2020-06-09T00:00:00.000000","   45.475372","   -0.158027","Voie Communales","          50","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"202000024106","2020-04-18T00:00:00.000000","   45.232115","    0.059025","Voie Communales","          80","Partie rectiligne","           0","          33","Normale","Aucun","Sur accotement","          16"
"202000024386","2020-01-17T00:00:00.000000","  45.5100577","   -0.219054","Route Départementale","          80","Partie rectiligne","           0","          56","Mouillée","Aucun","Sur accotement","          16"
"202000024525","2020-06-20T00:00:00.000000","   45.700505","    0.413492","Route Départementale","          80","Partie rectiligne","           0","          38","Normale","Aucun","Sur chaussée","          16"
"202000024742","2020-02-14T00:00:00.000000","    46.32752","    -0.41383","Route Départementale","          90","En courbe à gauche","           3","          14","Normale","Bretelle d’échangeur ou de raccordement","Sur chaussée","          79"
"202000025045","2020-08-08T00:00:00.000000","   46.070576","    0.594031","Route Départementale","          90","Partie rectiligne","           0","          36","Normale","Aucun","Sur accotement","          16"
"202000025532","2020-11-07T00:00:00.000000","  45.6487902","  -0.1364065","Route Départementale","          50","En courbe à gauche","           0","          56","Normale","Aucun","Sur accotement","          16"
"202000025782","2020-04-15T00:00:00.000000","  46.0073816","   0.1677318","Route Départementale","          80","En courbe à droite","           0","          64","Normale","Aucun","Sur accotement","          16"
"202000025841","2020-04-14T00:00:00.000000","  45.8719062","   0.6621208","Route nationale","          80","Partie rectiligne","           0","           7","Normale","Aucun","Sur accotement","          16"
"202000026063","2020-12-09T00:00:00.000000","   45.633758","    0.165195","Voie Communales","          50","Partie rectiligne","           0","          67","Normale","Aucun","Sur chaussée","          16"
"202000026595","2020-02-14T00:00:00.000000","   45.694552","   -0.325547","Voie Communales","          50","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"202000026596","2020-02-09T00:00:00.000000","   45.690628","   -0.321508","Route Départementale","          50","Partie rectiligne","           0","          54","Normale","Aucun","Sur chaussée","          16"
"202000026993","2020-04-10T00:00:00.000000","  45.6773243","  -0.3179494","Route nationale","          80","En courbe à droite","           0","           7","Normale","Aucun","Sur chaussée","          16"
"202000027471","2020-01-09T00:00:00.000000","   46.788939","   1.6606983","Route Départementale","          50","En courbe à gauche","          42","           3","Mouillée","Carrefour aménagé","Sur chaussée","          36"
"201900057302","2019-09-15T00:00:00.000000","     45.7418","      0.0996","Route Départementale","          80","Partie rectiligne","           0","         4.2","Normale","Aucun","Sur chaussée","          16"
"202000027756","2020-10-02T00:00:00.000000","   45.987154","    0.376392","Route Départementale","          90","En courbe à gauche","           0","          58","Normale","Aucun","Sur accotement","          16"
"202000027816","2020-05-02T00:00:00.000000","   45.684627","    0.398426","Voie Communales","          80","Partie rectiligne","           0","          36","Mouillée","Aucun","Sur accotement","          16"
"202000027982","2020-12-14T00:00:00.000000","    45.69831","    -0.33831","Voie Communales","          50","Partie rectiligne","           0","          56","Mouillée","Aucun","Sur chaussée","          16"
"202000028468","2020-07-04T00:00:00.000000","   45.666587","    -0.33828","Route Départementale","          50","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"202000028622","2020-02-16T00:00:00.000000","  45.6895092","   0.2255769","Route nationale","         110","Partie rectiligne","          25","          14","Normale","Aucun","Sur chaussée","          16"
"202000028794","2020-09-06T00:00:00.000000","   45.801012","    0.047765","Route Départementale","          80","Partie rectiligne","           0","          47","Normale","Aucun","Sur accotement","          16"
"202000028795","2020-09-06T00:00:00.000000","    45.48638","    0.034139","Route Départementale","          80","En S","           0","          56","Normale","Aucun","Sur chaussée","          16"
"202000028970","2020-04-05T00:00:00.000000","   45.770576","   -0.169537","Route Départementale","          80","Partie rectiligne","           0","           4","Normale","Aucun","Sur accotement","          16"
"202000028971","2020-04-05T00:00:00.000000","   45.446523","   -0.163035","Route nationale","         110","Partie rectiligne","          25","         105","Normale","Aucun","Sur accotement","          16"
"202000028999","2020-04-03T00:00:00.000000","   45.648922","    0.175111","Voie Communales","          50","Partie rectiligne","           0","          66","Normale","Aucun","Sur chaussée","          16"
"202000029169","2020-08-05T00:00:00.000000","   46.028726","    0.192003","Voie Communales","          50","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"202000029170","2020-08-05T00:00:00.000000","    45.73659","    0.525831","Route Départementale","          80","Partie rectiligne","           0","          64","Normale","Aucun","Sur chaussée","          16"
"202000029213","2020-07-14T00:00:00.000000","    46.35644","    -0.38823","Voie Communales","          30","Partie rectiligne","         102","          73","Normale","Autres","Sur chaussée","          79"
"202000029727","2020-10-02T00:00:00.000000","   46.028927","    0.280012","Route Départementale","          80","En courbe à gauche","           0","          44","Mouillée","Aucun","Sur chaussée","          16"
"201900057497","2019-03-26T00:00:00.000000","  45.7707071","  -0.0356268","Voie Communales","          50","En courbe à droite","           0","         5.8","Normale","Aucun","Sur accotement","          16"
"202000029872","2020-12-11T00:00:00.000000","   45.693727","   -0.347854","Route nationale","          70","Partie rectiligne","           0","           7","Mouillée","Aucun","Sur chaussée","          16"
"202000029958","2020-12-15T00:00:00.000000","   45.611962","   -0.369818","Route Départementale","          80","Partie rectiligne","           0","          52","Normale","Aucun","Sur chaussée","          16"
"202000030085","2020-01-15T00:00:00.000000","  45.8939186","   0.7867293","Route Départementale","          50","En courbe à gauche","          15","           8","Normale","Carrefour aménagé","Sur chaussée","          16"
"202000030299","2020-07-07T00:00:00.000000","   45.688897","   -0.284491","Route Départementale","          50","Partie rectiligne","           0","           6","Normale","Aucun","Sur chaussée","          16"
"202000030453","2020-02-15T00:00:00.000000","  45.6565191","   0.0843217","Route Départementale","          50","Partie rectiligne","           0","          55","Normale","Aucun","Autres","          16"
"202000030846","2020-09-04T00:00:00.000000","   45.689209","   -0.344649","Route nationale","          80","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"202000030938","2020-08-05T00:00:00.000000","   46.003475","    0.673728","Route Départementale","          50","En courbe à gauche","          20","          78","Corps gras – huile","Aucun","Sur chaussée","          16"
"201900021452","2019-06-30T00:00:00.000000","   45.710973","    0.218075","Route Départementale","          80","En courbe à gauche","           0","         6.3","Normale","Aucun","Sur accotement","          16"
"201900021552","2019-08-01T00:00:00.000000","   45.879523","    0.733876","Route Départementale","          70","En courbe à gauche","           0","           7","Normale","Aucun","Sur chaussée","          16"
"201900021553","2019-08-02T00:00:00.000000","   45.762001","    0.396292","Route Départementale","          80","Partie rectiligne","           0","           9","Normale","Carrefour aménagé","Sur chaussée","          16"
"201900022207","2019-12-25T00:00:00.000000","   45.871956","    0.666434","Route nationale","          80","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"201900022336","2019-12-23T00:00:00.000000","     45.6961","    -0.33776","Voie Communales","          50","Partie rectiligne","           0","         4.9","Mouillée","Aucun","Sur chaussée","          16"
"201900022337","2019-12-23T00:00:00.000000","   45.682249","   -0.308041","Route nationale","          80","En courbe à gauche","           2","          10","Normale","Aucun","Sur chaussée","          16"
"201900022353","2019-01-28T00:00:00.000000","  45.6883837","  -0.3189663","Route Départementale","          50","Partie rectiligne","           0","           7","Mouillée","Aucun","Sur chaussée","          16"
"201900022547","2019-01-31T00:00:00.000000","  45.4781948","  -0.1512892","Route Départementale","          50","Partie rectiligne","           0","           6","Mouillée","Aucun","Sur chaussée","          16"
"201900022570","2019-10-11T00:00:00.000000","   45.937059","    0.734151","Route Départementale","          80","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"201900022571","2019-10-10T00:00:00.000000","   45.399286","   -0.123597","Route Départementale","          70","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"201900022688","2019-10-10T00:00:00.000000","   45.649326","    0.140101","Voie Communales","          50","Partie rectiligne","           0","         5.4","Normale","Aucun","Sur chaussée","          16"
"201900022769","2019-09-08T00:00:00.000000","   45.635887","    0.127134","Voie Communales","          50","Partie rectiligne","           4","           9","Normale","Aucun","Sur chaussée","          16"
"201900023019","2019-04-12T00:00:00.000000","    47.80631","     3.59597","Route nationale","          80","Partie rectiligne","           1","           7","Normale","Aucun","Sur chaussée","          89"
"201900023654","2019-03-13T00:00:00.000000","   46.213019","    -0.62421","Route nationale","         110","Partie rectiligne","        13.5","          16","Normale","Aucun","Autres","          79"
"201900024150","2019-10-10T00:00:00.000000","   45.765078","    0.580577","Route Départementale","          80","Partie rectiligne","           0","           6","Normale","Aucun","Sur accotement","          16"
"201900024512","2019-08-28T00:00:00.000000","   46.033278","    0.582963","Route Départementale","          80","Partie rectiligne","           0","         5.3","Normale","Aucun","Sur accotement","          16"
"201900024513","2019-09-08T00:00:00.000000","   45.227618","    0.109263","Route Départementale","          80","En courbe à droite","           0","         4.2","Normale","Aucun","Sur accotement","          16"
"201900024677","2019-04-14T00:00:00.000000","   45.397048","     0.09248","Route Départementale","          80","En S","           0","         4.9","Normale","Aucun","Sur accotement","          16"
"201900025093","2019-07-28T00:00:00.000000","    45.67748","    -0.35024","Route Départementale","          50","En courbe à gauche","         2.5","           6","Normale","Carrefour aménagé","Sur chaussée","          16"
"201900025565","2019-11-14T00:00:00.000000","    46.18209","   -0.498838","Autoroute","         110","Partie rectiligne","          50","          14","Inondée","Aucun","Sur chaussée","          79"
"201900026616","2019-06-29T00:00:00.000000","   45.762643","   -0.004549","Route Départementale","          80","Partie rectiligne","         3.5","         6.5","Normale","Carrefour aménagé","Sur chaussée","          16"
"201900026783","2019-01-30T00:00:00.000000","  45.6702994","   0.1833719","Voie Communales","          50","En courbe à gauche","          11","           9","Normale","Carrefour aménagé","Sur chaussée","          16"
"201900026904","2019-07-30T00:00:00.000000","   45.749837","    0.447615","Route Départementale","          80","Partie rectiligne","           0","         6.2","Normale","Carrefour aménagé","Sur chaussée","          16"
"201900028211","2019-09-08T00:00:00.000000","   45.697847","   -0.194648","Route Départementale","          80","Partie rectiligne","           0","         5.1","Normale","Aucun","Sur chaussée","          16"
"201900028212","2019-09-07T00:00:00.000000","    45.27368","   -0.007438","Route Départementale","          50","En courbe à droite","           0","         5.2","Autre","Chantier","Sur chaussée","          16"
"201900028892","2019-02-27T00:00:00.000000","  45.6823284","  -0.2939873","Route Départementale","          50","Partie rectiligne","         3.5","           7","Normale","Aucun","Sur chaussée","          16"
"201900029290","2019-11-11T00:00:00.000000","   45.513358","    0.195743","Route Départementale","          80","Partie rectiligne","           0","           7","Mouillée","Aucun","Sur accotement","          16"
"201900029639","2019-10-08T00:00:00.000000","   45.717681","    0.157185","Voie Communales","          80","Partie rectiligne","           0","         4.4","Normale","Aucun","Sur accotement","          16"
"201900029849","2019-01-27T00:00:00.000000","   45.267029","      0.1829","Route Départementale","          70","Partie rectiligne","           0","         5.2","Mouillée","Aucun","Sur accotement","          16"
"201900029916","2019-09-06T00:00:00.000000","   45.651052","    0.265443","Route Départementale","          80","En courbe à gauche","           0","         5.4","Normale","Aucun","Sur chaussée","          16"
"201900030193","2019-06-27T00:00:00.000000","   45.679923","    0.270891","Route Départementale","          80","Partie rectiligne","           0","         6.4","Normale","Aucun","Sur chaussée","          16"
"201900031177","2019-11-10T00:00:00.000000","    45.54967","    0.369845","Route Départementale","          80","En courbe à gauche","           0","         5.1","Mouillée","Aucun","Sur accotement","          16"
"201900031247","2019-12-20T00:00:00.000000","   45.858008","    0.646671","Route Départementale","          80","En courbe à gauche","           0","         5.4","Mouillée","Aucun","Sur accotement","          16"
"201900031369","2019-12-16T00:00:00.000000","   45.516782","    0.263158","Route Départementale","          80","En courbe à droite","           0","           6","Normale","Aucun","Sur accotement","          16"
"201900031370","2019-12-15T00:00:00.000000","   45.537045","    -0.04657","Route nationale","         110","En courbe à droite","         2.5","          14","Mouillée","Aucun","Sur bande d’arrêt d’urgence","          16"
"201900031408","2019-10-07T00:00:00.000000","   45.345139","    -0.05978","Route Départementale","          80","Partie rectiligne","           0","           7","Normale","Aucun","Sur accotement","          16"
"201900031566","2019-01-26T00:00:00.000000","   45.740149","   -0.366536","Route Départementale","          80","Partie rectiligne","           0","         6.7","Mouillée","Aucun","Sur accotement","          16"
"201900032144","2019-03-08T00:00:00.000000","   45.470424","    0.148316","Route Départementale","          80","Partie rectiligne","           0","           7","Mouillée","Aucun","Sur accotement","          16"
"201900032172","2019-01-24T00:00:00.000000","   46.426024","   -0.090596","Autoroute","         130","Partie rectiligne","          45","         155","Normale","Aucun","Sur chaussée","          79"
"201900032485","2019-07-23T00:00:00.000000","    45.87091","    0.725069","Voie Communales","          50","Partie rectiligne","           0","         4.2","Normale","Aucun","Sur chaussée","          16"
"201900032561","2019-07-28T00:00:00.000000","   45.665121","   -0.015342","Route Départementale","          80","En S","           0","         3.4","Normale","Aucun","Sur accotement","          16"
"201900032562","2019-07-26T00:00:00.000000","   45.672094","    0.041456","Route nationale","          90","En S","           0","        10.5","Mouillée","Aucun","Sur chaussée","          16"
